"analysis","analysis_taxon_id","species","outcome","exposure_encoding","engine","model_formula","n","event_blocks","observer_clusters","generalized_locations","status","converged","singular_fit","rank_deficient","optimizer_code","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","valid_biological_result","failure_reason","previously_identified_failure_species","failed_component_is_not_null_result"
"primary_additive_link_and_finite_vs_x","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",15359,56,3457,2117,"completed",TRUE,FALSE,FALSE,0,"",0.0108400854514912,0.0360780935543393,0.0808288650677659,0.0942455806171408,0.396117780785877,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_a113baee5693","American Wigeon","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217190,58,29247,22979,"completed",TRUE,FALSE,FALSE,0,"",,0.165485379423671,0.406423053145448,7.1557481570119,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_a113baee5693","American Wigeon","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",34665,56,6758,2933,"completed",TRUE,FALSE,FALSE,0,"",0.00396059476770461,0.0461651548738875,0.128787687163209,0.647763366913133,1.33509032337217,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_a444854c6b66","Double-crested Cormorant","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.132609099089932,0.598206828233603,6.25935095236824,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_a444854c6b66","Double-crested Cormorant","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",29011,54,5863,2819,"completed",TRUE,FALSE,FALSE,0,"",0.0190699938684702,0.0100508858646691,0.080534401362331,0.203863478819006,0.724180707327716,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_aa5353f6d6d2","Iceland Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217184,58,29243,22979,"completed",TRUE,FALSE,FALSE,0,"",,0.641082104616094,1.7668220076923,4.65417075034589,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_aa5353f6d6d2","Iceland Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",4317,47,1201,846,"completed",TRUE,FALSE,FALSE,0,"",0.022256090232986,0.20101874435854,0.326708635859261,0.534236397655874,1.68906061204494,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_acf526bb8010","Marbled Murrelet","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.393482869444141,0.977898494429968,11.0109936385801,,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_acf526bb8010","Marbled Murrelet","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",3103,48,999,643,"completed",TRUE,FALSE,FALSE,0,"",0.000273253135674167,0.0107842344619722,0.0490087865307168,0.0597815211489031,0.556500012292139,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_b3d3ea90f9cb","Canada Goose","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217083,58,29230,22972,"completed",TRUE,FALSE,FALSE,0,"",,0.830535846224889,0.336523766618504,3.18580758460738,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_b3d3ea90f9cb","Canada Goose","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",68271,58,11888,6186,"completed",TRUE,FALSE,FALSE,0,"",0.0852000084705651,0.0438056000662187,0.0783527725695242,0.487352382342656,1.15954624830983,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c12b832d2b03","California Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.122762938948734,1.16158445378413,4.55215571419745,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c12b832d2b03","California Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",6644,55,1913,1050,"completed",TRUE,FALSE,FALSE,0,"",0.00822730726213194,0.0540619952163981,0.210716307882842,0.331233060898158,1.60960262594646,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c2d1fbbaf6d3","Red-breasted Merganser","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217092,58,29240,22974,"completed",TRUE,FALSE,FALSE,0,"",,0.781495150997022,0.777511817383289,8.40055247675767,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c2d1fbbaf6d3","Red-breasted Merganser","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",13364,55,3349,1938,"completed",TRUE,FALSE,FALSE,0,"",0.00986157829174772,0.0280168703845852,0.109571038502555,0.172517176438118,0.859886709674135,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c34f23342a55","Pacific Loon","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,1.51277574548879,1.06470976629996,9.7904970985754,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c34f23342a55","Pacific Loon","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",6049,50,1728,1053,"completed_with_convergence_warning",FALSE,FALSE,FALSE,0,"Model failed to converge with max|grad| = 0.00377949 (tol = 0.002, component 1)   See ?lme4::convergence and ?lme4::troubleshooting.",0.107783198473044,0.19705645260364,0.355085875451035,0.218412223938963,1.79816788366009,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c9db024faf12","American Crow","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,1.155117147677,0.891663696594344,2.39261691855946,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_c9db024faf12","American Crow","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",112180,58,15644,11090,"completed",TRUE,FALSE,FALSE,0,"",0.00968808308243752,0.066629725317888,0.119415756164871,0.234964601617734,0.724251465100615,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_d002764a39e8","Lesser Scaup","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",216290,58,29119,22938,"completed",TRUE,FALSE,FALSE,0,"",,0.337871239493168,0.457978241966102,9.73963069948411,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_d002764a39e8","Lesser Scaup","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",9378,49,2680,753,"completed",TRUE,FALSE,FALSE,0,"",0.00441215888713486,0.230050890416782,0.0984775411840814,0.577620257750854,1.09154434477069,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_d7dd9536145c","Barrow's Goldeneye","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",216814,58,29202,22963,"completed",TRUE,FALSE,FALSE,0,"",,0.510929172102667,0.677578670607913,9.24616784342785,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_d7dd9536145c","Barrow's Goldeneye","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",10960,55,2474,1522,"completed",TRUE,FALSE,FALSE,0,"",0.00167026882991195,0.0974939115518102,0.12175314021171,0.312195432940875,1.23991208292954,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_e0e678a61ad7","Short-billed Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.48709085635854,1.37489314339514,6.84360154494196,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_e0e678a61ad7","Short-billed Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",22003,57,4526,2458,"completed",TRUE,FALSE,FALSE,0,"",0.16193043848034,0.0476393442510277,0.284628442832903,0.487461011188605,1.57813504478652,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_ebf17f77fb66","Western Grebe","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217186,58,29245,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.149137972562891,0.725196460452914,7.73448751906897,,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",1346,48,639,449,"completed",TRUE,FALSE,FALSE,0,"",0.000350969457940664,0.0188006516132674,0.349655913707714,0.430707030193398,1.60192934787228,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.690621370849221,0.42451116423021,8.13776384530127,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",4025,47,1362,741,"completed",TRUE,FALSE,FALSE,0,"",0.00567311872146092,0.129523600670305,0.0878452979359113,0.480243137409478,2.09108323815616,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_fc0a9b777dcd","Bald Eagle","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217199,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.391611475258171,0.359087257313474,1.27322959458584,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_fc0a9b777dcd","Bald Eagle","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",83359,58,14529,9421,"completed",TRUE,FALSE,FALSE,0,"",0.00457221176475286,0.0236170185879269,0.0413115267952318,0.105934833175279,0.347770668550557,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000002","Black Oystercatcher","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,1.22408773241984,0.229133935289114,11.1117211510037,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",13626,54,3244,1692,"completed",TRUE,FALSE,FALSE,0,"",0.0308124617731664,0.0247254900887434,0.0196638976120682,0.117152792978968,0.457021134753638,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000003","Dunlin","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.83138171293981,0.361909417888212,11.7771247773074,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000003","Dunlin","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",5908,43,1859,652,"completed",TRUE,FALSE,FALSE,0,"",0.00324806023854762,0.544446672371167,0.0891993402460695,0.614753598939751,2.19663650204114,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000006","Black-bellied Plover","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.919489032211359,0.425322102697226,13.5339315822089,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",3973,35,1218,485,"completed",TRUE,FALSE,FALSE,0,"",0.00407255356549285,0.253697655853773,0.0269752485503113,0.201854810316744,1.00431664884834,TRUE,"",FALSE,FALSE
